latitude,longitude,measured_on,number of days reported,precipitation monthlies
31.775,-106.5097,01-06-2002,30,2
31.775,-106.5097,01-07-2002,31,45.5
31.775,-106.5097,01-08-2002,31,25.6
32.320655,-95.251914,01-08-2010,31,28
32.320655,-95.251914,01-09-2010,30,40.6
32.320655,-95.251914,01-10-2010,31,67.6
32.320655,-95.251914,01-11-2010,30,38.6
45.493333,-122.820556,01-04-2019,30,78.3
45.493333,-122.820556,01-05-2019,31,34.2
45.493333,-122.820556,01-06-2019,30,20.5
45.493333,-122.820556,01-07-2019,31,7.3
45.493333,-122.820556,01-08-2019,31,7.5
45.493333,-122.820556,01-09-2019,30,81.8
45.493333,-122.820556,01-10-2019,31,40
45.493333,-122.820556,01-11-2019,30,29.4
45.493333,-122.820556,01-12-2019,31,108.9
45.493333,-122.820556,01-01-2020,31,198.5
45.493333,-122.820556,01-02-2020,29,40.1
45.493333,-122.820556,01-03-2020,31,59.9
45.493333,-122.820556,01-04-2020,30,22.8
45.493333,-122.820556,01-05-2020,31,56
45.493333,-122.820556,01-06-2020,30,46
45.493333,-122.820556,01-07-2020,31,2.3
45.493333,-122.820556,01-08-2020,31,4.3
42.9364,-87.944,01-06-2000,30,1367
36.6865,-79.86387,01-03-2010,31,69.1
36.6865,-79.86387,01-08-2013,31,1.8
36.6865,-79.86387,01-06-2014,30,32.5
36.6865,-79.86387,01-07-2014,31,23.3
36.6865,-79.86387,01-08-2014,31,29.2
36.6865,-79.86387,01-09-2014,30,19.2
36.6865,-79.86387,01-04-2015,30,9.7
36.6865,-79.86387,01-09-2016,30,55.9
36.6865,-79.86387,01-12-2016,31,15.8
36.6865,-79.86387,01-05-2017,31,161.7
36.6865,-79.86387,01-06-2017,30,128.3
36.6865,-79.86387,01-09-2017,30,51.7
36.6865,-79.86387,01-10-2017,31,27.2
36.6865,-79.86387,01-11-2017,30,11.3
36.6865,-79.86387,01-07-2018,31,22.5
36.6865,-79.86387,01-11-2018,30,14.4
36.6865,-79.86387,01-03-2019,31,12
36.6865,-79.86387,01-05-2019,31,15.7
36.6865,-79.86387,01-09-2019,30,30.9
36.6865,-79.86387,01-10-2019,31,64.8
36.6865,-79.86387,01-11-2019,30,41.8
36.6865,-79.86387,01-12-2019,31,59.3
36.6865,-79.86387,01-01-2020,31,53.4
36.6865,-79.86387,01-02-2020,29,111.6
36.6865,-79.86387,01-04-2020,30,109.4
36.6865,-79.86387,01-05-2020,31,31.8
36.6865,-79.86387,01-06-2020,30,78
36.6865,-79.86387,01-07-2020,31,36.5
27.627,-81.5242,01-01-2006,31,150.9
36.0612,-90.955,01-10-2000,31,43.9
43.996,-73.168,01-08-2013,31,35
43.996,-73.168,01-09-2013,30,70.8
43.996,-73.168,01-10-2013,31,54.4
43.996,-73.168,01-11-2013,30,65.5
43.996,-73.168,01-01-2014,31,66.4
44.67528,-73.10361,01-03-2003,31,37.3
44.67528,-73.10361,01-04-2003,30,41.6
44.67528,-73.10361,01-05-2003,31,331.1
44.67528,-73.10361,01-06-2003,30,84.8
44.67528,-73.10361,01-07-2003,31,81.4
44.67528,-73.10361,01-08-2003,31,143.8
44.67528,-73.10361,01-09-2003,30,72
44.67528,-73.10361,01-10-2003,31,183.2
44.67528,-73.10361,01-11-2003,30,109.9
44.67528,-73.10361,01-12-2003,31,95.4
44.67528,-73.10361,01-01-2004,31,2.5
44.67528,-73.10361,01-02-2004,29,0.2
44.67528,-73.10361,01-03-2004,31,34.8
44.67528,-73.10361,01-04-2004,30,60
44.67528,-73.10361,01-05-2004,31,118.8
44.67528,-73.10361,01-06-2004,30,98.5
44.67528,-73.10361,01-07-2004,31,117.2
44.67528,-73.10361,01-08-2004,31,285.6
44.67528,-73.10361,01-09-2004,30,72.2
44.67528,-73.10361,01-10-2004,31,35.3
44.67528,-73.10361,01-11-2004,30,62.6
44.67528,-73.10361,01-12-2004,31,83.7
44.67528,-73.10361,01-01-2005,31,30.1
44.67528,-73.10361,01-02-2005,28,5.9
44.67528,-73.10361,01-03-2005,31,7.5
44.67528,-73.10361,01-04-2005,30,98.8
44.67528,-73.10361,01-05-2005,31,42.8
44.67528,-73.10361,01-06-2005,30,125.4
44.67528,-73.10361,01-07-2005,31,95.7
44.67528,-73.10361,01-08-2005,31,78.4
44.67528,-73.10361,01-09-2005,30,114.6
44.67528,-73.10361,01-10-2005,31,143.4
44.67528,-73.10361,01-11-2005,30,111.3
44.67528,-73.10361,01-12-2005,31,25
44.67528,-73.10361,01-01-2006,31,31.1
44.67528,-73.10361,01-02-2006,28,27.7
44.67528,-73.10361,01-03-2006,31,21.1
44.67528,-73.10361,01-04-2006,30,77.6
44.67528,-73.10361,01-05-2006,31,195.4
44.67528,-73.10361,01-06-2006,30,204.9
44.67528,-73.10361,01-07-2006,31,62.9
44.67528,-73.10361,01-08-2006,31,93.9
44.67528,-73.10361,01-09-2006,30,81.6
44.67528,-73.10361,01-10-2006,31,132.1
44.67528,-73.10361,01-11-2006,30,66.2
44.67528,-73.10361,01-12-2006,31,74.2
44.67528,-73.10361,01-01-2007,31,41.8
44.67528,-73.10361,01-02-2007,28,0.4
44.67528,-73.10361,01-03-2007,31,30.3
44.67528,-73.10361,01-04-2007,30,94.7
44.67528,-73.10361,01-05-2007,31,55.5
44.67528,-73.10361,01-06-2007,30,78
44.67528,-73.10361,01-07-2007,31,128.8
44.67528,-73.10361,01-08-2007,31,65.9
44.67528,-73.10361,01-09-2007,30,54.8
44.67528,-73.10361,01-10-2007,31,156.1
44.67528,-73.10361,01-11-2007,30,113.7
44.67528,-73.10361,01-02-2008,29,58.8
44.67528,-73.10361,01-04-2008,30,60.8
44.67528,-73.10361,01-05-2008,31,40
44.67528,-73.10361,01-06-2008,30,140.8
44.67528,-73.10361,01-07-2008,31,165.2
44.67528,-73.10361,01-08-2008,31,77.9
44.67528,-73.10361,01-09-2008,30,38.4
44.67528,-73.10361,01-10-2008,31,112
44.67528,-73.10361,01-11-2008,30,26.4
44.67528,-73.10361,01-01-2009,31,0.4
44.67528,-73.10361,01-02-2009,28,39.8
44.67528,-73.10361,01-03-2009,31,43.3
44.67528,-73.10361,01-04-2009,30,72.9
44.67528,-73.10361,01-05-2009,31,153.2
44.67528,-73.10361,01-06-2009,30,89
44.67528,-73.10361,01-07-2009,31,181
44.67528,-73.10361,01-08-2009,31,76.1
44.67528,-73.10361,01-09-2009,30,116.2
44.67528,-73.10361,01-10-2009,31,73.2
44.67528,-73.10361,01-11-2009,30,29.6
44.67528,-73.10361,01-12-2009,31,66.2
44.67528,-73.10361,01-01-2010,31,95
44.67528,-73.10361,01-02-2010,28,3.5
44.67528,-73.10361,01-03-2010,31,50.3
44.67528,-73.10361,01-04-2010,30,68.7
44.67528,-73.10361,01-05-2010,31,31.3
44.67528,-73.10361,01-06-2010,30,160.3
44.67528,-73.10361,01-07-2010,31,90.1
44.67528,-73.10361,01-08-2010,31,145.6
44.67528,-73.10361,01-09-2010,30,99.4
44.67528,-73.10361,01-10-2010,31,178.2
44.67528,-73.10361,01-11-2010,30,50.3
44.67528,-73.10361,01-12-2010,31,73.8
44.67528,-73.10361,01-01-2011,31,27.2
44.67528,-73.10361,01-02-2011,28,0.3
44.67528,-73.10361,01-03-2011,31,19.6
44.67528,-73.10361,01-04-2011,30,172.8
44.67528,-73.10361,01-05-2011,31,241.1
44.67528,-73.10361,01-06-2011,30,58.6
44.67528,-73.10361,01-07-2011,31,73.4
44.67528,-73.10361,01-08-2011,31,145.8
44.67528,-73.10361,01-09-2011,30,144.2
44.67528,-73.10361,01-10-2011,31,101.3
44.67528,-73.10361,01-11-2011,30,23.3
44.67528,-73.10361,01-01-2012,31,50.3
44.67528,-73.10361,01-03-2012,31,33.1
44.67528,-73.10361,01-04-2012,30,64.4
44.67528,-73.10361,01-05-2012,31,116.2
44.67528,-73.10361,01-06-2012,30,93.4
44.67528,-73.10361,01-07-2012,31,61.8
44.67528,-73.10361,01-08-2012,31,56.2
44.67528,-73.10361,01-09-2012,30,135.2
44.67528,-73.10361,01-10-2012,31,134.6
44.67528,-73.10361,01-11-2012,30,41.1
44.67528,-73.10361,01-02-2013,28,12.2
44.67528,-73.10361,01-04-2013,30,48.5
44.67528,-73.10361,01-05-2013,31,122.6
36.202,-81.6738,01-09-2003,30,126.6
42.7277,-92.4753,01-10-2001,31,48.6
42.7277,-92.4753,01-11-2001,30,24
42.7277,-92.4753,01-01-2002,31,0
42.7277,-92.4753,01-02-2002,28,17
42.7277,-92.4753,01-11-2002,30,11.8
42.7277,-92.4753,01-07-2005,31,85.3
39.748967,-77.570684,01-01-2000,31,36.8
39.748967,-77.570684,01-03-2000,31,132.8
39.748967,-77.570684,01-10-2000,31,14.9
39.748967,-77.570684,01-11-2000,30,47.9
39.748967,-77.570684,01-12-2000,31,39.5
39.748967,-77.570684,01-01-2001,31,50.7
39.748967,-77.570684,01-06-2001,30,42.8
39.748967,-77.570684,01-08-2001,31,61.9
39.748967,-77.570684,01-09-2001,30,27.9
39.748967,-77.570684,01-11-2001,30,27.2
39.748967,-77.570684,01-01-2002,31,24.3
39.748967,-77.570684,01-02-2002,28,4.2
39.748967,-77.570684,01-03-2002,31,94.6
39.748967,-77.570684,01-04-2002,30,55.8
39.748967,-77.570684,01-08-2002,31,71.2
39.748967,-77.570684,01-09-2002,30,98.5
39.748967,-77.570684,01-10-2002,31,123.3
39.748967,-77.570684,01-09-2003,30,198.1
39.748967,-77.570684,01-11-2003,30,118.7
39.748967,-77.570684,01-01-2004,31,45.1
39.748967,-77.570684,01-03-2004,31,55.6
39.748967,-77.570684,01-06-2004,30,67.1
39.748967,-77.570684,01-02-2005,28,27.6
39.748967,-77.570684,01-05-2005,31,31.4
39.748967,-77.570684,01-08-2005,31,95.8
39.748967,-77.570684,01-11-2005,30,59.9
39.748967,-77.570684,01-12-2005,31,56.1
39.748967,-77.570684,01-01-2006,31,107.9
39.748967,-77.570684,01-02-2006,28,45.7
39.748967,-77.570684,01-06-2006,30,251.8
39.748967,-77.570684,01-07-2006,31,109
39.748967,-77.570684,01-08-2006,31,45.5
39.748967,-77.570684,01-09-2006,30,97.4
39.748967,-77.570684,01-10-2006,31,101.2
39.748967,-77.570684,01-12-2006,31,55.3
39.748967,-77.570684,01-01-2007,31,49.1
39.748967,-77.570684,01-03-2007,31,88.9
39.748967,-77.570684,01-04-2007,30,99.5
39.748967,-77.570684,01-05-2007,31,40.3
39.748967,-77.570684,01-06-2007,30,122.5
39.748967,-77.570684,01-07-2007,31,35.7
39.748967,-77.570684,01-08-2007,31,179.4
39.748967,-77.570684,01-10-2007,31,109.9
39.748967,-77.570684,01-11-2007,30,61.5
39.748967,-77.570684,01-12-2007,31,149.5
39.748967,-77.570684,01-02-2008,29,94.9
39.748967,-77.570684,01-04-2008,30,187.9
39.748967,-77.570684,01-10-2009,31,41.9
39.748967,-77.570684,01-11-2011,30,118.1
39.748967,-77.570684,01-10-2013,31,142.5
41.810378,-71.449503,01-01-2018,31,85.2
41.810378,-71.449503,01-02-2018,28,91.6
41.810378,-71.449503,01-04-2018,30,125.4
41.810378,-71.449503,01-05-2018,31,42
41.810378,-71.449503,01-06-2018,30,80.4
41.810378,-71.449503,01-07-2018,31,44.8
41.810378,-71.449503,01-08-2018,31,155.6
41.810378,-71.449503,01-09-2018,30,193.6
41.810378,-71.449503,01-10-2018,31,107
41.810378,-71.449503,01-11-2018,30,165.2
41.810378,-71.449503,01-01-2019,31,124.2
41.810378,-71.449503,01-02-2019,28,61.4
41.810378,-71.449503,01-03-2019,31,48.4
41.810378,-71.449503,01-04-2019,30,152.2
41.810378,-71.449503,01-05-2019,31,75.4
41.810378,-71.449503,01-12-2019,31,142.6
41.810378,-71.449503,01-02-2020,29,60.8
41.810378,-71.449503,01-03-2020,31,74.6
41.810378,-71.449503,01-04-2020,30,133.4
41.810378,-71.449503,01-07-2020,31,13.6
41.810378,-71.449503,01-08-2020,31,4.8
39.9662,-75.5977,01-05-2000,31,84
36.2323,-86.4792,01-09-2000,30,75.3
36.2323,-86.4792,01-03-2001,31,66.7
36.2323,-86.4792,01-04-2001,30,85.1
36.2323,-86.4792,01-06-2001,30,117.6
43.02472,-88.15187,01-02-2006,28,4.3
43.02472,-88.15187,01-11-2007,30,3.5
38.37488,-81.76776,01-05-2003,31,146.5
38.37488,-81.76776,01-06-2003,30,116.6
38.37488,-81.76776,01-07-2003,31,124.1
38.37488,-81.76776,01-08-2003,31,43.6
38.37488,-81.76776,01-09-2003,30,119.9
38.37488,-81.76776,01-11-2003,30,163.8
38.37488,-81.76776,01-12-2003,31,56.9
38.37488,-81.76776,01-02-2004,29,53.9
38.37488,-81.76776,01-03-2004,31,77.2
38.37488,-81.76776,01-05-2004,31,187.5
38.37488,-81.76776,01-06-2004,30,123.1
38.37488,-81.76776,01-07-2004,31,98.9
38.37488,-81.76776,01-09-2004,30,112.5
38.37488,-81.76776,01-11-2004,30,60.6
38.37488,-81.76776,01-02-2005,28,65.9
38.37488,-81.76776,01-03-2005,31,94.5
38.37488,-81.76776,01-06-2005,30,91.7
38.37488,-81.76776,01-07-2005,31,153.7
38.37488,-81.76776,01-08-2005,31,108.6
43.3835,-86.3195,01-01-2008,31,234.2
43.3835,-86.3195,01-04-2008,30,112.1
43.3835,-86.3195,01-11-2008,30,73.1
43.3835,-86.3195,01-02-2009,28,58.7
43.1403,-77.6371,01-04-2003,30,49.3
40.33756,-76.04795,01-12-2016,31,16.8
40.33756,-76.04795,01-05-2017,31,65.8
40.33756,-76.04795,01-06-2017,30,92.1
40.33756,-76.04795,01-09-2017,30,63.4
40.33756,-76.04795,01-10-2017,31,54.8
40.33756,-76.04795,01-11-2017,30,32.1
40.33756,-76.04795,01-12-2017,31,14.6
40.33756,-76.04795,01-04-2018,30,59.7
40.33756,-76.04795,01-05-2018,31,70.4
40.33756,-76.04795,01-07-2018,31,122.9
40.33756,-76.04795,01-08-2018,31,272.8
40.33756,-76.04795,01-09-2018,30,175.7
40.33756,-76.04795,01-10-2018,31,41.7
40.33756,-76.04795,01-11-2018,30,138.8
40.33756,-76.04795,01-12-2018,31,65.5
40.33756,-76.04795,01-01-2019,31,28
40.33756,-76.04795,01-02-2019,28,8.6
40.33756,-76.04795,01-03-2019,31,20.3
40.33756,-76.04795,01-09-2019,30,16.5
40.33756,-76.04795,01-10-2019,31,19.8
40.33756,-76.04795,01-11-2019,30,28.3
40.33756,-76.04795,01-12-2019,31,65.7
40.33756,-76.04795,01-01-2020,31,37.3
40.33756,-76.04795,01-02-2020,29,39.1
40.33756,-76.04795,01-04-2020,30,65.9
40.33756,-76.04795,01-05-2020,31,53.6
40.33756,-76.04795,01-06-2020,30,77
40.33756,-76.04795,01-07-2020,31,97.4
40.33756,-76.04795,01-08-2020,31,162.5
47.6454,-103.5462,01-02-2002,28,0
47.6454,-103.5462,01-04-2002,30,28.4
33.20969,-87.13732,01-02-2008,29,164.5
33.20969,-87.13732,01-03-2008,31,105.4
41.7662,-88.2523,01-02-2001,28,61.4
30.5135,-91.1163,01-02-2001,28,111.2
38.90975,-76.99077,01-02-2007,28,46.4
38.895,-77.0367,01-02-2002,28,12.8
31.859,-106.438,01-02-2003,28,39.1
31.859,-106.438,01-04-2003,30,2.5
31.859,-106.438,01-11-2004,30,60
31.859,-106.438,01-09-2005,30,53
31.859,-106.438,01-11-2005,30,0
38.90944,-76.99056,01-02-2007,28,22.8
